staffid	skill
3265747	Management
3274114	Communication
3274114	Interpersonal
3274114	Management
3274234	Administrative
3274234	Communication
3274234	Critical Thinking
3274234	Evaluative
3274317	Conceptual
3274317	Critical Thinking
3274317	Interpersonal
3274443	Analytical
3274443	Conceptual
3274443	Evaluative
3294476	Interpersonal
3294476	Management
3294504	Administrative
3294504	Conceptual
3294504	Development
3294535	Communication
3294535	Conceptual
3294535	Critical Thinking
3298053	Administrative
3298053	Communication
3298053	Conceptual
3298053	Evaluative
3298053	Interpersonal
3298053	Management
3309400	Critical Thinking
3309400	Interpersonal
3309552	Analytical
3309552	Conceptual
3309553	Conceptual
3309553	Interpersonal
3309553	Management
3321728	Analytical
3321728	Development
3321728	Evaluative
3321728	Management
3321928	Communication
3321928	Conceptual
3321928	Critical Thinking
3321928	Management
3321937	Communication
3321937	Interpersonal
3321938	Interpersonal
3321939	Analytical
3321939	Management
3321944	Conceptual
3321944	Development
3321944	Evaluative
3321949	Analytical
3321949	Conceptual
3321949	Interpersonal
3321955	Analytical
3321955	Conceptual
3321955	Critical Thinking
3321955	Development
3321955	Evaluative
3321956	Conceptual
3321956	Evaluative
3321956	Management
3321958	Administrative
3321958	Analytical
3321958	Communication
3321958	Critical Thinking
3321958	Development
3321958	Evaluative
3321958	Management
3321960	Communication
3321960	Development
3321960	Evaluative
3321960	Interpersonal
3321961	Analytical
3321961	Conceptual
3321961	Evaluative
3321961	Management
3329803	Analytical
3329803	Critical Thinking
3336050	Administrative
3336050	Interpersonal
3336050	Management
3344431	Communication
3344431	Interpersonal
3344431	Management
3344437	Administrative
3344437	Analytical
3344437	Development
3344446	Communication
3344446	Development
3344446	Management
3344452	Administrative
3344452	Management
3344533	Evaluative
3344533	Interpersonal
3344607	Analytical
3344607	Critical Thinking
3344607	Interpersonal
3344607	Management
3357039	Analytical
3357039	Communication
3357039	Evaluative
3357303	Communication
3357303	Conceptual
3357303	Development
3357349	Administrative
3357349	Analytical
3357349	Conceptual
3357349	Development
3357349	Management
3365087	Interpersonal
3365087	Management
3365251	Conceptual
3365251	Development
3365251	Evaluative
3365251	Interpersonal
3365254	Administrative
3365254	Conceptual
3365254	Critical Thinking
3365254	Evaluative
3365347	Administrative
3365347	Conceptual
3365347	Critical Thinking
3365347	Interpersonal
3365347	Management
3368748	Communication
3368748	Conceptual
3368748	Development
3379896	Administrative
3379896	Communication
3379896	Conceptual
3379896	Critical Thinking
3379896	Evaluative
3379896	Management
3380086	Conceptual
3380086	Evaluative
3380086	Management
3380102	Administrative
3380102	Evaluative
3380102	Interpersonal
3380119	Analytical
3380119	Critical Thinking
3380119	Evaluative
3380119	Management
3380133	Conceptual
3380133	Critical Thinking
3380133	Development
3391912	Administrative
3391912	Communication
3391972	Development
3391972	Management
3392183	Communication
3392183	Interpersonal
3392188	Analytical
3392188	Communication
3392195	Administrative
3392195	Analytical
3392195	Conceptual
3392195	Critical Thinking
3392195	Evaluative
3392228	Communication
3392228	Critical Thinking
3392228	Development
3392228	Evaluative
3392228	Management
3392231	Administrative
3392231	Conceptual
3392231	Development
3392232	Administrative
3392232	Critical Thinking
3392232	Development
3392233	Development
3392233	Evaluative
3392233	Interpersonal
3392253	Communication
3392253	Interpersonal
3392254	Analytical
3392254	Communication
3392254	Development
3392257	Critical Thinking
3392257	Development
3392259	Analytical
3392259	Critical Thinking
3392259	Management
3392260	Critical Thinking
3392260	Interpersonal
3392260	Management
3392261	Administrative
3392261	Critical Thinking
3392261	Interpersonal
3392262	Administrative
3392262	Communication
3392262	Development
3392308	Conceptual
3392308	Critical Thinking
3392308	Evaluative
3392309	Communication
3392309	Development
3392309	Interpersonal
3392310	Analytical
3392310	Conceptual
3392310	Evaluative
3392311	Conceptual
3392311	Development
3392311	Interpersonal
3400185	Administrative
3400185	Evaluative
3400185	Management
3400238	Administrative
3400238	Development
3400241	Analytical
3400241	Communication
3400241	Critical Thinking
3400318	Administrative
3400318	Analytical
3400318	Communication
3400318	Conceptual
3400318	Management
3400319	Administrative
3400319	Communication
3400319	Conceptual
3400319	Critical Thinking
3400319	Evaluative
3400353	Critical Thinking
3400353	Interpersonal
3404255	Analytical
3404255	Conceptual
3404255	Development
3404257	Conceptual
3404257	Development
3404257	Management
3406617	Analytical
3406617	Communication
3406617	Conceptual
3414783	Administrative
3414783	Communication
3414783	Critical Thinking
3414783	Development
3414783	Interpersonal
3414783	Management
3414887	Administrative
3414887	Communication
3414887	Evaluative
3414971	Administrative
3414971	Critical Thinking
3414971	Evaluative
3426380	Analytical
3426380	Critical Thinking
3426380	Evaluative
3426380	Interpersonal
3426461	Administrative
3426461	Communication
3426780	Development
3426780	Evaluative
3426780	Management
3426790	Analytical
3426790	Conceptual
3426803	Administrative
3426803	Conceptual
3426803	Development
3426811	Communication
3426811	Development
3426811	Interpersonal
3426818	Administrative
3426818	Communication
3426818	Development
3426819	Critical Thinking
3426819	Development
3426819	Management
3426829	Administrative
3426829	Conceptual
3426852	Administrative
3426852	Communication
3426852	Management
3426853	Communication
3426853	Critical Thinking
3426853	Development
3426853	Interpersonal
3426857	Communication
3426858	Administrative
3426858	Conceptual
3426858	Critical Thinking
3426859	Development
3426859	Evaluative
3426859	Management
3426860	Communication
3426860	Conceptual
3426860	Critical Thinking
3426860	Development
3426860	Evaluative
3426877	Administrative
3426877	Communication
3426877	Evaluative
3426877	Management
3434667	Administrative
3434667	Analytical
3434667	Conceptual
3434724	Analytical
3434724	Conceptual
3434724	Critical Thinking
3434725	Administrative
3434725	Analytical
3434725	Critical Thinking
3434725	Development
3434725	Evaluative
3434756	Administrative
3434756	Communication
3434807	Conceptual
3434807	Evaluative
3434807	Management
3434896	Administrative
3434896	Conceptual
3434943	Critical Thinking
3434943	Evaluative
3434943	Management
3434959	Analytical
3434959	Critical Thinking
3434959	Evaluative
3434959	Interpersonal
3434964	Administrative
3434964	Development
3434964	Interpersonal
3434970	Administrative
3434970	Analytical
3434970	Conceptual
3434995	Analytical
3434995	Development
3434995	Interpersonal
3435004	Communication
3435004	Conceptual
3435004	Management
3438635	Administrative
3438635	Analytical
3438635	Interpersonal
3449984	Administrative
3449984	Communication
3449984	Conceptual
3449984	Development
3450076	Communication
3450076	Critical Thinking
3450076	Evaluative
3450078	Administrative
3450078	Development
3450169	Analytical
3450169	Development
3450169	Evaluative
3470404	Development
3470404	Evaluative
3470404	Interpersonal
3470407	Conceptual
3470407	Management
3470428	Analytical
3470428	Communication
3470429	Administrative
3470429	Analytical
3470429	Management
3470467	Analytical
3470467	Communication
3470467	Critical Thinking
3470468	Conceptual
3470468	Critical Thinking
3470468	Evaluative
3470471	Communication
3470471	Development
3476965	Analytical
3476965	Communication
3476965	Development
3485011	Analytical
3485011	Conceptual
3485011	Development
3485198	Administrative
3485198	Critical Thinking
3485199	Critical Thinking
3485199	Management
3485210	Administrative
3485210	Analytical
3485220	Analytical
3485220	Conceptual
3485220	Evaluative
3485220	Management
3485302	Communication
3485302	Conceptual
3485302	Critical Thinking
3485302	Evaluative
3485302	Interpersonal
3485302	Management
3485303	Evaluative
3485303	Interpersonal
3485303	Management
3497218	Communication
3497218	Interpersonal
3497311	Communication
3497311	Management
3497332	Communication
3497332	Critical Thinking
3497332	Development
3497332	Interpersonal
3497342	Development
3497342	Evaluative
3497342	Management
3497347	Administrative
3497347	Conceptual
3497347	Interpersonal
3497363	Administrative
3497363	Conceptual
3497363	Evaluative
3505150	Communication
3505150	Development
3505319	Administrative
3505319	Analytical
3505319	Interpersonal
3505456	Analytical
3505456	Communication
3505456	Interpersonal
3505456	Management
3505457	Conceptual
3505457	Critical Thinking
3505457	Development
3508678	Administrative
3508678	Analytical
3508678	Conceptual
3508700	Analytical
3508700	Critical Thinking
3508700	Evaluative
3509503	Administrative
3509503	Conceptual
3509503	Evaluative
3511794	Analytical
3511794	Interpersonal
3511925	Administrative
3511925	Management
3519976	Analytical
3519976	Critical Thinking
3519976	Management
3520094	Analytical
3520094	Conceptual
3520094	Critical Thinking
3520094	Evaluative
3520094	Management
3520174	Communication
3520174	Conceptual
3520174	Critical Thinking
3520174	Evaluative
3520174	Interpersonal
3520174	Management
3520175	Communication
3520175	Interpersonal
3520175	Management
3531870	Administrative
3531870	Communication
3531870	Development
3531870	Evaluative
3531971	Administrative
3531971	Development
3532179	Conceptual
3532179	Critical Thinking
3532179	Interpersonal
3540056	Administrative
3540056	Conceptual
3540056	Critical Thinking
3540231	Critical Thinking
3540263	Analytical
3540263	Communication
3540263	Evaluative
3540383	Communication
3540383	Management
3544243	Communication
3544243	Conceptual
3546514	Administrative
3546514	Communication
3546514	Evaluative
3546548	Administrative
3546548	Interpersonal
3546548	Management
3546775	Critical Thinking
3546775	Interpersonal
3546775	Management
3554772	Administrative
3554772	Communication
3554772	Conceptual
3554781	Administrative
3554781	Analytical
3554781	Evaluative
3554781	Management
3554855	Administrative
3554855	Development
3554858	Interpersonal
3554858	Management
3566617	Administrative
3566617	Conceptual
3566617	Evaluative
3566637	Analytical
3566637	Communication
3566637	Evaluative
3566637	Management
3566774	Analytical
3566774	Development
3566903	Analytical
3566903	Communication
3566961	Development
3566961	Interpersonal
3566976	Communication
3566976	Development
3566976	Interpersonal
3566976	Management
3566977	Administrative
3566977	Conceptual
3574975	Communication
3574975	Conceptual
3575054	Administrative
3575054	Interpersonal
3581616	Communication
3581616	Development
3581616	Evaluative
3581619	Analytical
3581619	Development
3581619	Evaluative
3589630	Administrative
3589630	Analytical
3589630	Communication
3589630	Critical Thinking
3589739	Administrative
3589739	Communication
3589739	Management
3589748	Analytical
3589748	Critical Thinking
3589748	Evaluative
3589748	Interpersonal
3589770	Analytical
3589770	Conceptual
3589770	Evaluative
3589770	Management
3589855	Analytical
3589855	Conceptual
3589855	Management
3601906	Development
3601906	Evaluative
3601906	Interpersonal
3601926	Analytical
3601926	Critical Thinking
3601926	Evaluative
3609777	Administrative
3609777	Conceptual
3609777	Development
3609983	Conceptual
3609983	Critical Thinking
3609983	Development
3609993	Critical Thinking
3609993	Interpersonal
3613888	Communication
3613888	Conceptual
3613888	Development
3613899	Administrative
3613899	Communication
3613899	Critical Thinking
3624357	Analytical
3624361	Critical Thinking
3624361	Interpersonal
3624367	Critical Thinking
3624367	Development
3624498	Administrative
3624498	Analytical
3624498	Development
3624543	Administrative
3624543	Critical Thinking
3624543	Development
3624543	Management
3624618	Analytical
3624618	Conceptual
3624677	Administrative
3624677	Conceptual
3624677	Management
3624683	Conceptual
3624683	Development
3624729	Conceptual
3624729	Critical Thinking
3624729	Evaluative
3624729	Management
3636471	Analytical
3636471	Development
3636471	Interpersonal
3636650	Analytical
3636650	Conceptual
3636653	Administrative
3636653	Analytical
3636653	Critical Thinking
3636653	Development
3636763	Conceptual
3636763	Interpersonal
3636885	Critical Thinking
3636885	Evaluative
3644724	Analytical
3644724	Critical Thinking
3644724	Development
3644784	Analytical
3644784	Communication
3644784	Critical Thinking
3644851	Administrative
3644851	Analytical
3644851	Conceptual
3644851	Evaluative
3644918	Analytical
3644918	Development
3644918	Interpersonal
3644959	Administrative
3644959	Communication
3644959	Development
3644965	Administrative
3644965	Communication
3644965	Development
3644965	Evaluative
3648114	Communication
3648114	Evaluative
3648114	Management
3648834	Evaluative
3648834	Interpersonal
3648834	Management
3648835	Administrative
