eventname	eventdate	ordernum	contentabst	contact	presenter	jobid	postdate
Teaching Scholarship Presentation Ceremony	2015-12-27	2	The advantages and disadvantages of social media.	25854	374586	92175	2015-10-07
Teaching Scholarship Presentation Ceremony	2015-12-27	3	How search engines work.	3011499	295	92111	2015-03-20
Teaching Scholarship Presentation Ceremony	2015-12-27	4	Teachers should be paid more money.	2673039	295	92111	2015-03-20
Teaching Scholarship Presentation Ceremony	2017-08-22	1	Opening Speech	3485210	374576	92114	2015-10-07
Teaching Scholarship Presentation Ceremony	2017-08-22	2	Partnership models.	74568	374578	92098	2015-10-07
Teaching Scholarship Presentation Ceremony	2017-08-22	3	Human resources management in colleges.	3677	308	92122	2017-04-24
The Girls' Brigade Singapore Anniversary	2015-08-31	1	Opening Speech	25584	300	92117	2015-03-20
The Girls' Brigade Singapore Anniversary	2015-08-31	2	Your actions determine your future.	2240896	306	92179	2015-03-20
The Girls' Brigade Singapore Anniversary	2016-07-17	1	Opening Speech	2912042	308	92122	2016-06-13
The Girls' Brigade Singapore Anniversary	2016-07-17	2	Simple Methods Of Managing Your Limited Student Budget	25477	120336	92120	2015-06-08
The Girls' Brigade Singapore Anniversary	2016-07-17	3	Human resources management in colleges.	2698966	374578	92117	2015-10-07
The Girls' Brigade Singapore Anniversary	2016-07-17	4	Aggression is a real presence in society.	408919	374578	92117	2015-10-07
The Girls' Brigade Singapore Anniversary	2017-02-25	1	Opening Speech	3647	374578	92117	2015-10-07
The Girls' Brigade Singapore Anniversary	2017-02-25	2	The education system in Pakistan.	26063	374586	92122	2016-08-15
The Girls' Brigade Singapore Anniversary	2017-02-25	3	The importance of mathematics.	38764	120336	92120	2015-06-08
The Hotel Security Conference and Security Awards Presentation	2016-03-22	1	Opening Speech	34860	374588	92172	2015-10-07
The Hotel Security Conference and Security Awards Presentation	2016-03-22	2	Travel tips for a healthy vacation.	25708	374576	92114	2015-10-07
The Hotel Security Conference and Security Awards Presentation	2016-03-22	3	Examples of corporate crime.	25998	120336	92120	2015-06-08
The Hotel Security Conference and Security Awards Presentation	2016-03-22	4	How to overcome conflict.	2660605	374588	92172	2015-10-07
The Hotel Security Conference and Security Awards Presentation	2017-12-19	1	Opening Speech	2682351	374578	92098	2015-10-07
The Hotel Security Conference and Security Awards Presentation	2017-12-19	2	The importance of eye donation.	12620	308	92122	2017-04-24
The Hotel Security Conference and Security Awards Presentation	2017-12-19	3	Parent-Child Relationships And Their Importance	801834	454306	92134	2015-11-07
The Hotel Security Conference and Security Awards Presentation	2017-12-19	4	Stretching exercises at the start of your day prevent injuries.	1983706	308	92122	2017-04-24
The Hotel Security Conference and Security Awards Presentation	2017-12-19	5	Your actions determine your future.	748561	374576	92114	2015-10-07
The Hotel Security Conference and Security Awards Presentation	2017-12-19	6	Telemarketing ideas for small companies, techniques to operate on low costs per lead you get by direct marketing phone calls.	38748	374578	92098	2015-10-07
The Hotel Security Conference and Security Awards Presentation	2017-12-19	7	Improving the active learning curve in education.	3532179	374588	92128	2017-05-07
The Hotel Security Conference and Security Awards Presentation	2018-03-25	1	Opening Speech	25569	2649564	92120	2017-09-22
The Hotel Security Conference and Security Awards Presentation	2018-03-25	2	How to stop the obesity epidemic.	2660179	454306	92134	2015-11-07
The Hotel Security Conference and Security Awards Presentation	2018-03-25	3	How we should respond to chemical and biological threats of violence.	25432	374576	92114	2015-10-07
The ISCA PAIB Conference	2015-09-21	1	Opening Speech	3400241	306	92179	2015-03-20
The ISCA PAIB Conference	2015-09-21	2	The benefits of wind tunnels on transport.	307749	308	92170	2015-03-20
The ISCA PAIB Conference	2015-09-21	3	What is narcissistic personality disorder?	12698	300	92117	2015-03-20
The ISCA PAIB Conference	2015-09-21	4	What rights consumers have.	3659530	310	92172	2015-03-20
The ISCA PAIB Conference	2016-12-13	1	Opening Speech	26058	295	92111	2015-03-20
The ISCA PAIB Conference	2016-12-13	2	The benefits of personality development camps for students.	12724	120336	92120	2015-06-08
The ISCA PAIB Conference	2016-12-13	3	How To Look For The Most Suitable Jobs In Your Field	387211	374586	92122	2016-08-15
The ISCA PAIB Conference	2016-12-13	4	How the Earth was formed.	25511	374586	92122	2016-08-15
The ISCA PAIB Conference	2016-12-13	5	How to cure and prevent hangovers.	494348	374586	92122	2016-08-15
The ISCA PAIB Conference	2016-12-13	6	Your body language reveals your deepest secrets.	2822963	295	92111	2015-03-20
The ISCA PAIB Conference	2017-05-07	1	Opening Speech	1706934	454306	92134	2015-11-07
The ISCA PAIB Conference	2017-05-07	2	Interesting Tips For Developing A Business Organization	3321728	374578	92098	2015-10-07
The ISCA PAIB Conference	2017-05-07	3	Opportunities of internet advertising.	12789	374586	92120	2017-04-24
The MSF Volunteer Awards	2016-05-05	1	Opening Speech	3365087	374578	92117	2015-10-07
The MSF Volunteer Awards	2016-05-05	2	The impact of oil price fluctuations on the economy.	25476	374576	92114	2015-10-07
The MSF Volunteer Awards	2016-05-05	3	Improving the active learning curve in education.	1309858	374578	92098	2015-10-07
The MSF Volunteer Awards	2016-05-05	4	How to manage mental illness.	3195248	374576	92114	2015-10-07
The MSF Volunteer Awards	2016-05-05	5	Warranties and refunds.	2795910	295	92111	2015-03-20
The MSF Volunteer Awards	2016-05-05	6	How earthquakes can be predicted.	12683	120336	92120	2015-06-08
The MSF Volunteer Awards	2016-05-05	7	How to improve your manners.	2124758	374578	92117	2015-10-07
The MSF Volunteer Awards	2016-05-05	8	Local communities can contribute to maintenance of fragile ecosystems.	319	295	92111	2015-03-20
The MSF Volunteer Awards	2016-05-05	9	Calcium is important	12589	454306	92134	2015-11-07
The MSF Volunteer Awards	2017-06-15	1	Opening Speech	38750	454306	92134	2015-11-07
The MSF Volunteer Awards	2017-06-15	2	Non-profit organizations that help families.	12641	374586	92120	2017-04-24
The MSF Volunteer Awards	2017-06-15	3	How watches work.	3400185	374586	92120	2017-04-24
The MSF Volunteer Awards	2017-06-15	4	Dangers of personality tests.	2408747	454306	92134	2015-11-07
The MSF Volunteer Awards	2017-06-15	5	The trauma of shooting incidents last a lifetime.	12660	374586	92120	2017-04-24
The MSF Volunteer Awards	2017-06-15	6	Cardiovascular exercises that really work.	3671526	308	92122	2017-04-24
The MSF Volunteer Awards	2018-05-27	1	Opening Speech	667654	374576	92114	2015-10-07
The MSF Volunteer Awards	2018-05-27	2	Ergonomics in the workspace-chairs, tables and desks, physical poses that are good for people who sit all day.	12559	3404254	92120	2018-05-07
The MSF Volunteer Awards	2018-05-27	3	Step by step starting and managing a small business.	1309875	295	92111	2015-03-20
The MSF Volunteer Awards	2018-05-27	4	How to take your next big step in life.	38762	374578	92117	2015-10-07
The MSF Volunteer Awards	2018-05-27	5	Availability Of Resources And Distribution Of Wealth	1694323	454306	92134	2015-11-07
The Rehabilitation And Care Conference	2016-06-01	1	Opening Speech	25560	374578	92117	2015-10-07
The Rehabilitation And Care Conference	2016-06-01	2	Big three men's salubriousness issues.	3392309	295	92111	2015-03-20
The Rehabilitation And Care Conference	2017-07-20	1	Opening Speech	26031	374586	92120	2017-04-24
The Rehabilitation And Care Conference	2017-07-20	2	Effective Methods Of Communication	34840	308	92122	2017-04-24
The Rehabilitation And Care Conference	2017-07-20	3	Good governance ethics and social responsibility. And what has accountability to do with it? Open the window to the outside consumer world of stay inside with closed curtains?	12716	374586	92120	2017-04-24
The Rehabilitation And Care Conference	2017-07-20	4	Eat healthy to live healthily.	2673028	374586	92120	2017-04-24
The Rehabilitation And Care Conference	2018-03-30	1	Opening Speech	159106	295	92111	2015-03-20
The Rehabilitation And Care Conference	2018-03-30	2	Different low-carb diets.	12799	374588	92128	2017-05-07
The Singapore Civil Defence Force Workplan Seminar	2016-06-05	1	Opening Speech	2834773	454306	92134	2015-11-07
The Singapore Civil Defence Force Workplan Seminar	2016-06-05	2	Psychological strategies that you can employ in marketing	721185	295	92111	2015-03-20
The Singapore Civil Defence Force Workplan Seminar	2017-08-13	1	Opening Speech	52136	454306	92134	2015-11-07
The Singapore Civil Defence Force Workplan Seminar	2017-08-13	2	Should Adopted Children Have The Chance Of Seeing Their Biological Parents	12497	374578	92117	2015-10-07
The Singapore Civil Defence Force Workplan Seminar	2017-08-13	3	How to practice cyber safety.	307532	374586	92120	2017-04-24
The Singapore Civil Defence Force Workplan Seminar	2017-08-13	4	The effect of radiation.	2047842	374576	92114	2015-10-07
The Singapore Civil Defence Force Workplan Seminar	2017-08-13	5	The role of the Center for Disease Control.	3321960	374586	92120	2017-04-24
The Singapore Civil Defence Force Workplan Seminar	2017-08-13	6	The health benefits of friendship.	25798	374588	92128	2017-05-07
The Singapore Civil Defence Force Workplan Seminar	2018-06-06	1	Opening Speech	708267	3404254	92120	2018-05-07
The Singapore Civil Defence Force Workplan Seminar	2018-06-06	2	How to set goals and achieve them.	26057	3404254	92120	2018-05-07
The Singapore Workplace Safety and Health Conference	2016-04-13	1	Opening Speech	417884	374578	92117	2015-10-07
The Singapore Workplace Safety and Health Conference	2016-04-13	2	The impact of divorce on children.	3601926	454306	92134	2015-11-07
The Singapore Workplace Safety and Health Conference	2016-04-13	3	Yoga tips for beginners and starters-ideal to demonstrate some postures.	2660604	295	92111	2015-03-20
The Singapore Workplace Safety and Health Conference	2016-04-13	4	Comfortable workout clothing and activewear for women.	25677	374578	92098	2015-10-07
The Singapore Workplace Safety and Health Conference	2016-04-13	5	Choosing a gym in your town, what to think of, get them a generic checklist.	3434667	120336	92120	2015-06-08
The Singapore Workplace Safety and Health Conference	2017-10-15	1	Opening Speech	12482	2649564	92120	2017-09-22
The Singapore Workplace Safety and Health Conference	2017-10-15	2	How visual arts can be used for educational organizations.	25716	374578	92098	2015-10-07
The Singapore Workplace Safety and Health Conference	2017-10-15	3	Warranties and refunds.	3624367	308	92122	2017-04-24
The Singapore Workplace Safety and Health Conference	2018-07-09	1	Opening Speech	25453	374578	92098	2015-10-07
The Singapore Workplace Safety and Health Conference	2018-07-09	2	Non-profit organizations that help families.	3063001	3404254	92120	2018-05-07
The Singapore Workplace Safety and Health Conference	2018-07-09	3	Designating a personal trainer helps you to keep on coming to the athletic club.	25467	454306	92134	2015-11-07
The Singapore Workplace Safety and Health Conference	2018-07-09	4	Stretching exercises at the start of your day prevent injuries.	2382772	374578	92117	2015-10-07
The Singapore Workplace Safety and Health Conference	2018-07-09	5	Smoking bans and restrictions don't work.	26066	454306	92134	2015-11-07
The Singapore Workplace Safety and Health Conference	2018-07-09	6	What to know about transferring colleges.	2509549	374578	92117	2015-10-07
The Singapore-Industry Scholarship (SgIS) Award Ceremony	2015-05-05	1	Opening Speech	2682348	298	92114	2015-03-20
The Singapore-Industry Scholarship (SgIS) Award Ceremony	2015-05-05	2	What Causes Families to Separate Nowadays?	12727	308	92170	2015-03-20
The Singapore-Industry Scholarship (SgIS) Award Ceremony	2015-05-05	3	Reducing The Illegal Cut-Down Of Trees	2808386	295	92111	2015-03-20
The Singapore-Industry Scholarship (SgIS) Award Ceremony	2015-05-05	4	The fundamentals of logistics for oil and gas exploration.	12661	304	92177	2015-03-20
The Singapore-Industry Scholarship (SgIS) Award Ceremony	2015-05-05	5	How Many Hours Should You Spend In The Gym?	1301427	308	92170	2015-03-20
The Singapore-Industry Scholarship (SgIS) Award Ceremony	2015-05-05	6	Why performance-enhancing substances such as steroids are banned in sports.	2873378	298	92114	2015-03-20
The Singapore-Industry Scholarship (SgIS) Award Ceremony	2015-05-05	7	Warranties and refunds.	3749356	300	92098	2015-03-20
The Singapore-Industry Scholarship (SgIS) Award Ceremony	2015-05-05	8	What makes a life meaningful?	34822	300	92098	2015-03-20
The Singapore-Industry Scholarship (SgIS) Award Ceremony	2016-06-09	1	Opening Speech	12597	374576	92114	2015-10-07
The Singapore-Industry Scholarship (SgIS) Award Ceremony	2016-06-09	2	Commercial activities and industrial research-do those two mix? Is that a happy marriage? Can you aim at synergy?	38768	374578	92098	2015-10-07
The Singapore-Industry Scholarship (SgIS) Award Ceremony	2016-06-09	3	How to be happy being single.	25941	374578	92098	2015-10-07
The Singapore-Industry Scholarship (SgIS) Award Ceremony	2017-05-28	1	Opening Speech	3040061	374578	92098	2015-10-07
The Singapore-Industry Scholarship (SgIS) Award Ceremony	2017-05-28	2	Computers benefit students in school.	25591	295	92111	2015-03-20
The Singapore-Industry Scholarship (SgIS) Award Ceremony	2017-05-28	3	Three goals to strive for in life.	2711430	374578	92098	2015-10-07
The Singapore-Industry Scholarship (SgIS) Award Ceremony	2017-05-28	4	Proper Email Etiquette	3540263	454306	92134	2015-11-07
The Singapore-Industry Scholarship (SgIS) Award Ceremony	2017-05-28	5	The importance of financial education.	2808424	454306	92134	2015-11-07
The Singapore-Industry Scholarship (SgIS) Award Ceremony	2017-05-28	6	The history of genetically mutated animals.	12776	454306	92134	2015-11-07
The Straits Times Global Outlook	2016-12-02	1	Opening Speech	12650	374586	92122	2016-08-15
The Straits Times Global Outlook	2016-12-02	2	Things to remember if you don't want to die with any regrets.	2187861	374578	92098	2015-10-07
The Straits Times Global Outlook	2016-12-02	3	Big three men's salubriousness issues.	25628	295	92111	2015-03-20
The Straits Times Global Outlook	2016-12-02	4	Negative And Positive Effects Of Online Marketing	1322848	374588	92124	2016-08-07
The Straits Times Global Outlook	2016-12-02	5	The influence exerted by motivators on work efficiency	25517	295	92111	2015-03-20
The Straits Times Global Outlook	2017-07-07	1	Opening Speech	25902	374578	92098	2015-10-07
The Straits Times Global Outlook	2017-07-07	2	What life will be like in the future.	25451	374588	92128	2017-05-07
The Straits Times Global Outlook	2018-02-16	1	Opening Speech	65118	374578	92117	2015-10-07
The Straits Times Global Outlook	2018-02-16	2	Successful tendering in oter regional areas with lots of competitors you do not know well.26. Fair trade policy.	2660376	295	92111	2015-03-20
The Straits Times Global Outlook	2018-02-16	3	How to reduce asthma attacks.	2649565	374578	92117	2015-10-07
Times Higher Education World Academic Summit 	2015-05-24	1	Opening Speech	3508700	304	92177	2015-03-20
Times Higher Education World Academic Summit 	2015-05-24	2	Three ways to measure Emotional Intelligence.	2086130	300	92117	2015-03-20
Times Higher Education World Academic Summit 	2015-05-24	3	How galaxies are formed.	25641	308	92170	2015-03-20
Times Higher Education World Academic Summit 	2015-05-24	4	Ways to improve short and long term career plans	12813	298	92114	2015-03-20
