jobid	jobtitle	phone	joblevel	deptid	reportto	jobtype
93152	Manager	92294519	3	93141	93142	NP
93153	Senior Manager	92294519	3	93141	93142	NP
93154	Deputy Director	92294400	3	93141	93142	NP
93155	"Director, Smart Nation (North America)"	2506906	4	93141	93142	NP
93156	Senior Manager (Adoption and Engagement)	96651819	3	93141	93142	NP
93157	Deputy Director	92294089	3	93141	93162	NP
93158	Manager	92294504	3	93141	93157	NP
93159	Deputy Director	92294385	3	93141	93157	NP
93160	Assistant Director	92295419	3	93141	93157	NP
93161	"Director, Smart Nation (North America)"	2506921	5	93141	93157	NP
93163	PA to Permanent Secretary	63254302	5	93089	93162	NP
93164	Deputy Secretary	63328064	4	93089	93162	NP
93165	PA to Deputy Secretary	63329007	3	93089	93164	NP
93167	Director	96637356	3	93166	93162	NP
93168	Acting Deputy Director	96206184	4	93166	93167	NP
93169	Assistant Director	98182794	3	93166	93167	NP
93170	Manager	96321430	4	93166	93167	NP
93171	"Deputy Director, Data Architecture"	97843809	5	93166	93167	NP
93172	Personal Assistant and Executive	97542568	3	93166	93167	NP
93174	Executive Director	\N	3	93173	92137	NP
93175	Project Director (Engagement)	\N	6	93173	93174	NP
93176	Assistant Director (Communications)	\N	3	93173	93174	NP
93177	Assistant Director (Content and Exhibitions)	\N	3	93173	93174	NP
93178	Assistant Director (Corporate)	\N	3	93173	93174	NP
93179	Assistant Director (Secretariat)	\N	3	93173	93174	NP
93180	Senior Manager (Communications)	\N	5	93173	93174	NP
93181	Senior Manager (Corporate)	\N	3	93173	93174	NP
93182	Senior Manager (Partnerships and Programmes)	\N	3	93173	93174	NP
93183	Senior Researcher (Content and Exhibitions)	\N	4	93173	93174	NP
93184	Manager (Content and Exhibitions)	\N	4	93173	93174	NP
93185	Manager (Partnerships and Programmes)	\N	3	93173	93174	NP
93186	Manager (Secretariat)	\N	3	93173	93174	NP
93187	Executive (Corporate)	62382355	4	93173	93174	NP
93188	Deputy Director (Operations)	62382356	4	93173	93174	NP
93189	Senior Manager (Content & Exhibitions)	62382358	5	93173	93174	NP
93190	Senior Manager (Secretariat)	62382358	3	93173	93174	NP
93191	Senior Manager (Content and Exhibitions)	\N	5	93173	93174	NP
93193	Head	62110627	6	93192	92137	NP
93194	Deputy Head	62111636	3	93192	93193	NP
93195	Assistant Head	62110003	4	93192	93193	NP
93196	Senior Executive	62111097	4	93192	93193	NP
93197	Manager	62111801	4	93192	93193	NP
93198	Assistant Manager	62111362	5	93192	93197	NP
93199	"PA to DS & Head, SNPO"	92294360	5	93192	93193	NP
93200	Director (North America)	\N	4	93192	93193	NP
93201	PA cum Senior Assistant Executive	92294360	4	93192	93193	NP
93202	Principal Consultant	62111875	3	93192	93193	NP
93203	Assistant Manager	62111362	4	93192	93193	NP
93255	Permanent Secretary (National Climate Change)	63253203	4	93204	92183	NP
93215	Director (Policy & Planning)	64300644	3	93205	93255	NP
93207	DD (Mitigation & Resilience Policy & Planning)	64300628	6	93206	93215	NP
93208	AD (Mitigation & Resilience Policy & Planning)	64300618	5	93206	93207	NP
93209	Snr Executive (Mitigation & Resilience Policy & Planning)	64300635	4	93206	93207	NP
93210	Executive (Mitigation & Resilience Policy & Planning)	64300643	4	93206	93207	NP
93212	Deputy Director (International Policy)	64300639	4	93211	93215	NP
93213	AD (International Policy)	64300636	3	93211	93212	NP
93214	Executive (Policy & Planning)	64300632	5	93211	93212	NP
93216	Executive (Policy & Planning)	64300635	5	93205	93215	NP
93217	Ag Director (Policy & Planning)	64300668	3	93205	\N	NP
93229	Director (Strategic Issues)	64300634	5	93218	93255	NP
93220	AD (Economic Research)	64300651	3	93219	93229	NP
93221	AD (Economic Research)	64207416	6	93219	93220	NP
93222	Executive (Economic Research)	64300647	5	93219	93220	NP
93223	Snr Executive (Economic Research)	64300638	5	93219	93220	NP
93225	Executive (Technology Innovation & Deployment)	64300633	3	93224	93229	NP
93226	AD (Technology Innovation & Deployment)	64300621	4	93224	93225	NP
93227	Snr Executive (Technology Innovation & Deployment)	64300630	6	93224	93225	NP
93228	Executive (Technology Innovation & Deployment)	64300626	5	93224	93225	NP
93230	Executive (Strategic Issues)	64300635	4	93218	93229	NP
93231	DD (Strategic Issues)	64300655	3	93218	93229	NP
93233	AD (Policy Innovation & Futures)	64300617	5	93232	93229	NP
93235	Director (3P Network)	64300642	3	93234	93255	NP
93236	Deputy Director (Partnerships & Outreach)	64300607	4	93234	93235	NP
93237	AD (Partnerships & Outreach)	64300637	4	93234	93235	NP
93238	AD (Partnerships & Outreach)	64300616	6	93234	93235	NP
93239	Snr Executive (Partnerships& Outreach)	64300623	3	93234	93235	NP
93240	MSO (Partnerships & Outreach)	64300618	5	93234	93235	NP
93241	Deputy Director (3P Network)	64300613	3	93234	93235	NP
93242	AD (3P Network)	64300617	5	93234	93235	NP
93243	Executive (3P Network)	64300623	3	93234	93235	NP
93244	MSO (3P Network)	64300618	4	93234	93235	NP
93246	DD (Partnerships & Outreach)	64300613	3	93245	93235	NP
93247	MSO (Partnerships & Outreach)	64300607	4	93245	93246	NP
93248	AD (Partnerships & Outreach)	64300606	5	93245	93246	NP
93249	Snr Executive (Partnerships & Outreach)	64300623	4	93245	93246	NP
93251	AD (Finance)	64300608	3	93250	93235	NP
93252	AD (Corporate Planning)	64300644	5	93250	93251	NP
93253	AD (Human Resources)	64300590	3	93250	93251	NP
93254	MSO (Corporate Services)	64300609	3	93250	93251	NP
93256	PA to Permanent Secretary	63546982	6	93204	93255	NP
93257	Senior Director (National Climate Change Secretariat)	64299599	3	93204	93255	NP
93258	Director (Strategic Issues)	64300684	5	93204	93255	NP
93259	PA to D(P&P) & D(SI)	64300662	5	93204	93255	NP
93260	Lead Technologist	64300697	3	93204	93255	NP
93261	Director (Corporate Affairs)	64300696	5	93204	93255	NP
93262	PA to SD & D(CA)	64300672	5	93204	93255	NP
93263	Director (Policy & Planning)	64300694	5	93204	93255	NP
93264	Ag Director (Policy & Planning)	64300669	3	93204	93255	NP
93265	Director (3P Network)	64300696	4	93204	93255	NP
93266	PA to SD & D(3PN)	64300672	3	93204	93255	NP
93268	Asst Director (Finance)	64300658	6	93267	93255	NP
93269	Asst Director (Corporate Planning)	64300636	4	93267	93268	NP
93270	Assistant Director (HR)	64300593	5	93267	93268	NP
93271	MSO (Corporate Services)	64300609	4	93267	93268	NP
93470	Permanent Secretary	63546973	6	93272	92183	NP
93291	Director	63546943	3	93273	93470	NP
93275	Deputy Director	63549584	3	93274	93291	NP
93276	Manager	63549591	4	93274	93275	NP
93277	Assistant Manager	63549598	4	93274	93276	NP
93278	Executive	63549582	4	93274	93275	NP
93279	Assistant Director	63549587	6	93274	93275	NP
93280	Senior Manager	63549586	5	93274	93275	NP
93281	Assistant Manager	63549598	4	93274	93275	NP
93283	"Assistant Director (Strategy, Planning & Research)"	63549599	5	93282	93291	NP
93284	Manager (Performance Management)	63549577	4	93282	93283	NP
93285	Assistant Manager (Strategy & Planning)	63549591	4	93282	93283	NP
93286	Senior Manager (Strategy & Planning)	63549599	3	93282	93283	NP
93287	Senior Analyst (Research)	63549587	4	93282	93283	NP
93288	Analyst (Research)	63549579	3	93282	93283	NP
93289	Executive (Strategy & Planning)	63549583	3	93282	93283	NP
93290	Assistant Manager (Performance Management)	63549585	4	93282	93283	NP
93292	Personal Assistant	63549518	4	93273	93291	NP
93294	Director	63547140	6	93293	93470	NP
93295	Personal Assistant	63549507	5	93293	93294	NP
93296	Manager	63547538	4	93293	93294	NP
93297	Assistant Manager	63547358	3	93293	93296	NP
93298	Executive	63547359	5	93293	93294	NP
93299	Assistant Executive	63547362	5	93293	93298	NP
93300	Assistant Director	63547361	5	93293	93294	NP
93301	Deputy Director	63547368	4	93293	93294	NP
93302	Senior Assistant Director	63547357	4	93293	93294	NP
93303	Senior Manager	63547363	3	93293	93294	NP
93317	Director	63453630	5	93304	93470	NP
93306	Deputy Director	63549589	5	93305	93317	NP
93307	Assistant Director	63547358	4	93305	93306	NP
93308	Manager	63549579	4	93305	93306	NP
93309	Assistant Manager	63549566	3	93305	93308	NP
93310	Assistant Director	63547365	3	93305	93306	NP
93311	Executive	63547369	3	93305	93306	NP
93312	Executive	63549568	4	93305	93306	NP
93314	Manager	63547366	3	93313	\N	NP
93315	Assistant Manager	63547358	4	93313	\N	NP
93316	Executive	63454052	3	93313	93317	NP
93318	Personal Assistant	63549522	3	93304	93317	NP
93319	Senior Assistant Executive	63547530	3	93304	93317	NP
93329	Senior Director	63546949	3	93320	93470	NP
93322	Senior Assistant Director	63549177	3	93321	93329	NP
93323	Manager	63549158	4	93321	93322	NP
93324	Assistant Manager	63547386	4	93321	93323	NP
93325	Senior Assistant Executive	63547375	6	93321	93322	NP
93326	Executive	63547381	5	93321	93322	NP
93327	Senior Assistant Executive	63547375	5	93321	93326	NP
93328	Assistant Manager	63549163	3	93321	93322	NP
93330	Personal Assistant	63549511	4	93320	93329	NP
93332	Assistant Director	63549718	3	93331	\N	NP
93333	Manager	63547373	6	93331	93332	NP
93334	Assistant Manager	63454039	5	93331	93333	NP
93335	Manager	63547376	4	93331	\N	NP
93336	Assistant Manager	63547372	3	93331	93335	NP
93337	Assistant Director	63456237	3	93331	93335	NP
93338	Deputy Director	63547380	3	93331	93329	NP
93339	Manager	63547379	5	93331	93338	NP
93340	Assistant Manager	63547368	5	93331	93339	NP
93341	Executive	63549594	4	93331	93338	NP
93343	Assistant Director	63547380	4	93342	93329	NP
93344	Manager	63549155	6	93342	93343	NP
93345	Assistant Manager	63547359	5	93342	93344	NP
93346	Senior Assistant Executive	63549164	3	93342	93343	NP
93347	Executive	63549570	3	93342	93343	NP
93348	Senior Assistant Executive	63549164	4	93342	93347	NP
93350	Deputy Director	63547377	3	93349	93329	NP
93351	Assistant Manager	63547373	3	93349	93350	NP
93352	Assistant Manager	63547350	5	93349	93350	NP
93353	Executive	63549588	4	93349	93350	NP
93355	Assistant Director	63547373	6	93354	93329	NP
93356	Assistant Manager	63549155	4	93354	93355	NP
93357	Executive	63549543	5	93354	93355	NP
93358	Senior Assistant Executive	63549164	3	93354	93357	NP
93371	Director	63547353	4	93359	93470	NP
93361	Assistant Director	63549559	6	93360	93371	NP
93362	Manager	63549555	5	93360	93361	NP
93363	Assistant Manager	63549573	5	93360	93362	NP
93364	Executive	63549563	3	93360	93361	NP
93365	Assistant Manager	63549564	3	93360	93361	NP
93366	Assistant Director	63549558	3	93360	93361	NP
93368	Assistant Director	63549557	3	93367	93371	NP
93369	Senior Cluster Manager	63549545	5	93367	93368	NP
93370	Cluster Manager	63549557	4	93367	93368	NP
93372	Personal Assistant	63549178	3	93359	93371	NP
93373	Assistant Executive	63549674	5	93359	93371	NP
93374	Senior Assistant Executvie	63549576	3	93359	93371	NP
93375	Deputy Director	63549572	4	93359	93371	NP
93405	Director	63547352	6	93376	93470	NP
93378	Deputy Director	63549243	6	93377	93405	NP
93379	Senior Manager (Community Engagement)	63549211	5	93377	93378	NP
93380	Overseas Singaporean Liaison	\N	5	93377	93378	NP
93381	Overseas Singaporean Liaison (Designate)	63549233	3	93377	93378	NP
93382	Assistant Manager (Community Engagement)	63549570	4	93377	93378	NP
93383	Assistant Director (Overseas Engagement)	63549233	5	93377	93378	NP
93384	Manager (Community Engagement)	63549241	4	93377	93378	NP
93385	Senior Assistant Director (Overseas Engagement)	63549233	5	93377	93378	NP
93387	Deputy Director	63549548	4	93386	93405	NP
93388	Assistant Director (Online Community Engagement)	63549233	3	93386	93387	NP
93389	Senior Manager (Community Engagement)	63549257	4	93386	93387	NP
93390	Assistant Director (Local Engagement)	63549239	3	93386	93387	NP
93391	Manager (Policy)	63549219	3	93386	93387	NP
93392	Assistant Manager (Policy)	63549249	6	93386	93391	NP
93393	Assistant Manager (Online Community Engagement)	63549244	3	93386	93387	NP
93394	Executive (Online Community Engagement)	63549250	5	93386	93387	NP
93395	Manager(Community Engagement)	63549240	5	93386	93387	NP
93396	Assistant Manager (Community Engagement)	63549246	5	93386	93395	NP
93397	Assistant Manager(Community Engagement)	63549250	3	93386	93387	NP
93398	Assistant Manager (Community Engagement)	63549248	5	93386	93387	NP
93399	Executive (Policy)	63549249	5	93386	93387	NP
93400	Senior Manager (Online Community Engagement)	63549243	3	93386	93387	NP
93401	Assistant Director (Research)	63549234	4	93386	93387	NP
93402	Executive (Community Engagement)	63549240	3	93386	93387	NP
93403	Manager (Community Engagement)	63549229	3	93386	93387	NP
93404	Assistant Manager(Community Engagement)	63549250	4	93386	93403	NP
93406	Personal Assistant	63549535	5	93376	93405	NP
93407	Assistant Executive	63549328	5	93376	93405	NP
93408	Senior Assistant Executive	63549273	4	93376	93405	NP
93421	Director	63546948	3	93409	93470	NP
93411	Assistant Director	63549201	5	93410	93421	NP
93412	Assistant Manager	63549168	4	93410	93411	NP
93413	Senior Manager (Corporate Communications)	63549182	3	93410	93411	NP
93414	Assistant Manager (Corporate Communications)	63549175	4	93410	93411	NP
93416	Senior Manager	63549185	5	93415	93421	NP
93417	Manager	63549181	3	93415	93416	NP
93418	Assistant Manager	63549181	3	93415	93417	NP
93419	Assistant Manager	63549206	4	93415	93416	NP
93420	Assistant Manager (Digital Communications)	63549207	3	93415	93416	NP
93422	Personal Assistant	63549176	6	93409	93421	NP
93423	Deputy Director	63549231	3	93409	93421	NP
93424	Senior Assistant Executive	63549197	3	93409	93421	NP
93425	Personal Assistant	63549181	3	93409	93470	NP
93426	Deputy Director	63549182	5	93409	93425	NP
93427	Senior Assistant Executive	63549246	4	93409	93425	NP
93469	Personal Assistant	63455741	5	93428	93470	NP
93430	Senior Assistant Director (Procurement & Corporate Administration)	63549230	6	93429	93469	NP
93431	Senior Assistant Executive (Procurement)	63549206	4	93429	93430	NP
93432	Senior Manager (Procurement)	63549253	5	93429	93430	NP
93433	Assistant Executive (Procurement) / Personal Assistant	63549210	3	93429	93430	NP
93434	Senior Assistant Director (Finance & Corporate Administration)	63549215	4	93429	93430	NP
93435	Manager (Finance)	63549220	4	93429	93430	NP
93436	Manager (Finance)	63549221	3	93429	93430	NP
93437	Manager (Procurement & Corporate Admin)	63549222	5	93429	93430	NP
93438	Senior Assistant Executive (Finance)	63549213	5	93429	93430	NP
93439	Senior Assistant Executive (Corporate Admin)	63549224	3	93429	93430	NP
93440	Assistant Executive (Corporate Admin)	63549216	5	93429	93430	NP
93441	Assistant Director (Budget & Resource Management)	63549212	4	93429	93430	NP
93442	Manager (Budget Planning & Resource Management)	63549220	4	93429	93430	NP
93443	Senior Assistant Executive (Finance Planning & Management)	63549213	4	93429	93430	NP
93444	Senior Assistant Executive (Security & Office Management)	63549224	4	93429	93430	NP
93445	Assistant Executive (Office Services & Registry)	63549210	5	93429	93430	NP
93446	Manager (Security & Office Management)	63549222	5	93429	93430	NP
93447	Manager (Finance Planning & Management)	63549221	4	93429	93430	NP
93448	Manager (Procurement)	63549214	3	93429	93430	NP
93449	Assistant Manager (Security & Office Management)	63549222	4	93429	93430	NP
93451	Deputy Director	63549177	3	93450	93469	NP
93452	Senior Manager	63549182	5	93450	93451	NP
